nodes, 15.0, edges, 24.0, epochs, -1, time, 42.09867310523987
nodes, 15.0, edges, 24.0, epochs, 0, time, 50.73661708831787
nodes, 15.0, edges, 24.0, epochs, 1, time, 48.86830949783325
nodes, 15.0, edges, 24.0, epochs, 2, time, 47.59717321395874
nodes, 15.0, edges, 24.0, epochs, 3, time, 44.821194887161255
nodes, 15.0, edges, 24.0, epochs, 4, time, 43.4044771194458
nodes, 15.0, edges, 24.0, epochs, 5, time, 43.19129276275635
nodes, 15.0, edges, 24.0, epochs, 6, time, 43.19040250778198
nodes, 15.0, edges, 24.0, epochs, 7, time, 43.225234508514404
nodes, 15.0, edges, 24.0, epochs, 8, time, 43.510188579559326
nodes, 15.0, edges, 24.0, epochs, 9, time, 43.263298749923706
nodes, 15.0, edges, 24.0, epochs, 10, time, 43.18288207054138
nodes, 15.0, edges, 24.0, epochs, 11, time, 43.204015493392944
nodes, 15.0, edges, 24.0, epochs, 12, time, 43.03965926170349
nodes, 15.0, edges, 24.0, epochs, 13, time, 43.32647705078125
nodes, 15.0, edges, 24.0, epochs, 14, time, 46.02260613441467
nodes, 15.0, edges, 24.0, epochs, 15, time, 44.70125937461853
nodes, 15.0, edges, 24.0, epochs, 16, time, 44.789509296417236
nodes, 15.0, edges, 24.0, epochs, 17, time, 44.555453062057495
nodes, 15.0, edges, 24.0, epochs, 18, time, 44.67826581001282
nodes, 15.0, edges, 24.0, epochs, 19, time, 44.80436992645264
nodes, 15.0, edges, 24.0, epochs, 20, time, 44.63616752624512
nodes, 15.0, edges, 24.0, epochs, 21, time, 45.40152883529663
nodes, 15.0, edges, 24.0, epochs, 22, time, 45.76972985267639
nodes, 15.0, edges, 24.0, epochs, 23, time, 44.85375475883484
nodes, 15.0, edges, 24.0, epochs, 24, time, 44.56160831451416
nodes, 15.0, edges, 24.0, epochs, 25, time, 44.37658739089966
nodes, 15.0, edges, 24.0, epochs, 26, time, 44.94329595565796
nodes, 15.0, edges, 24.0, epochs, 27, time, 44.95671224594116
nodes, 15.0, edges, 24.0, epochs, 28, time, 45.264724016189575
nodes, 15.0, edges, 24.0, epochs, 29, time, 44.8445086479187
nodes, 15.0, edges, 30.0, epochs, -1, time, 72.27925181388855
nodes, 15.0, edges, 30.0, epochs, 0, time, 89.46119594573975
nodes, 15.0, edges, 30.0, epochs, 1, time, 86.37110829353333
nodes, 15.0, edges, 30.0, epochs, 2, time, 87.06385946273804
nodes, 15.0, edges, 30.0, epochs, 3, time, 85.47977900505066
nodes, 15.0, edges, 30.0, epochs, 4, time, 80.8900396823883
nodes, 15.0, edges, 30.0, epochs, 5, time, 78.7466332912445
nodes, 15.0, edges, 30.0, epochs, 6, time, 77.92805051803589
nodes, 15.0, edges, 30.0, epochs, 7, time, 77.62363862991333
nodes, 15.0, edges, 30.0, epochs, 8, time, 77.66004133224487
nodes, 15.0, edges, 30.0, epochs, 9, time, 77.36594724655151
nodes, 15.0, edges, 30.0, epochs, 10, time, 77.73401379585266
nodes, 15.0, edges, 30.0, epochs, 11, time, 77.2525281906128
nodes, 15.0, edges, 30.0, epochs, 12, time, 77.07143497467041
nodes, 15.0, edges, 30.0, epochs, 13, time, 77.34164619445801
nodes, 15.0, edges, 30.0, epochs, 14, time, 77.6640613079071
nodes, 15.0, edges, 30.0, epochs, 15, time, 77.66728901863098
nodes, 15.0, edges, 30.0, epochs, 16, time, 77.16374611854553
nodes, 15.0, edges, 30.0, epochs, 17, time, 77.00547552108765
nodes, 15.0, edges, 30.0, epochs, 18, time, 77.55063009262085
nodes, 15.0, edges, 30.0, epochs, 19, time, 77.27506613731384
nodes, 15.0, edges, 30.0, epochs, 20, time, 77.7959611415863
nodes, 15.0, edges, 30.0, epochs, 21, time, 78.00885391235352
nodes, 15.0, edges, 30.0, epochs, 22, time, 77.57394695281982
nodes, 15.0, edges, 30.0, epochs, 23, time, 82.25581645965576
nodes, 15.0, edges, 30.0, epochs, 24, time, 77.93731331825256
nodes, 15.0, edges, 30.0, epochs, 25, time, 77.3303861618042
nodes, 15.0, edges, 30.0, epochs, 26, time, 77.65270519256592
nodes, 15.0, edges, 30.0, epochs, 27, time, 77.62027978897095
nodes, 15.0, edges, 30.0, epochs, 28, time, 77.49549460411072
nodes, 15.0, edges, 30.0, epochs, 29, time, 77.28670310974121
nodes, 15.0, edges, 31.0, epochs, -1, time, 66.44296383857727
nodes, 15.0, edges, 31.0, epochs, 0, time, 74.99319005012512
nodes, 15.0, edges, 31.0, epochs, 1, time, 72.51808881759644
nodes, 15.0, edges, 31.0, epochs, 2, time, 70.8637182712555
nodes, 15.0, edges, 31.0, epochs, 3, time, 68.57078218460083
nodes, 15.0, edges, 31.0, epochs, 4, time, 68.38653945922852
nodes, 15.0, edges, 31.0, epochs, 5, time, 68.13641786575317
nodes, 15.0, edges, 31.0, epochs, 6, time, 68.61538338661194
nodes, 15.0, edges, 31.0, epochs, 7, time, 68.37494540214539
nodes, 15.0, edges, 31.0, epochs, 8, time, 68.11090350151062
nodes, 15.0, edges, 31.0, epochs, 9, time, 68.63414597511292
nodes, 15.0, edges, 31.0, epochs, 10, time, 68.22126936912537
nodes, 15.0, edges, 31.0, epochs, 11, time, 68.21253514289856
nodes, 15.0, edges, 31.0, epochs, 12, time, 68.60059404373169
nodes, 15.0, edges, 31.0, epochs, 13, time, 68.55509924888611
nodes, 15.0, edges, 31.0, epochs, 14, time, 68.49995923042297
nodes, 15.0, edges, 31.0, epochs, 15, time, 68.43972635269165
nodes, 15.0, edges, 31.0, epochs, 16, time, 68.42369437217712
nodes, 15.0, edges, 31.0, epochs, 17, time, 69.24636960029602
nodes, 15.0, edges, 31.0, epochs, 18, time, 68.30762076377869
nodes, 15.0, edges, 31.0, epochs, 19, time, 68.17243790626526
nodes, 15.0, edges, 31.0, epochs, 20, time, 68.53511238098145
nodes, 15.0, edges, 31.0, epochs, 21, time, 68.39103865623474
nodes, 15.0, edges, 31.0, epochs, 22, time, 68.16258597373962
nodes, 15.0, edges, 31.0, epochs, 23, time, 68.25492882728577
nodes, 15.0, edges, 31.0, epochs, 24, time, 68.02483868598938
nodes, 15.0, edges, 31.0, epochs, 25, time, 68.19659900665283
nodes, 15.0, edges, 31.0, epochs, 26, time, 68.36832904815674
