Random seed, 6
mode, epoch, average loss, defender utility, simulated defender utility, fast defender utility
training, -1, 0.21700530052185057, 0.0, 0.0, -2.360044002532959
validating, -1, 0.21421775817871094, -1.9496778488159179, 0.0, -2.0114529371261596
testing, -1, 0.2155807852745056, -2.442402482032776, 0.0, -2.448107695579529
training, 0, 1.3275216443198068, 0.0, 0.0, -3.0412051677703857
validating, 0, 1.3657036304473877, -3.451789712905884, 0.0, -2.8376230716705324
testing, 0, 1.2806467533111572, -3.6718260049819946, 0.0, -3.0639196634292603
training, 1, 0.9569571699414935, -3.0370247057506017, 0.0, -2.831967353820801
validating, 1, 0.8550302982330322, -2.817907524108887, 0.0, -2.7407925605773924
testing, 1, 0.792258620262146, -2.859607291221619, 0.0, -2.7842905044555666
training, 2, 0.8192472117287772, -2.864250785963876, 0.0, -2.795428991317749
validating, 2, 0.8624826908111572, -2.788124847412109, 0.0, -2.7064207553863526
testing, 2, 0.7816570281982422, -2.8405601024627685, 0.0, -2.7740156412124635
training, 3, 0.8375734942299979, -2.8358126299721853, 0.0, -2.7582297325134277
validating, 3, 0.9126744747161866, -2.763264608383179, 0.0, -2.676713562011719
testing, 3, 0.8209011554718018, -2.826765203475952, 0.0, -2.7526268482208254
training, 4, 0.834064279283796, -2.812419785772051, 0.0, -2.740182638168335
validating, 4, 0.8661233425140381, -2.763687181472778, 0.0, -2.696123552322388
testing, 4, 0.7825408458709717, -2.810824155807495, 0.0, -2.749466800689697
training, 5, 0.8124248368399484, -2.7934511525290353, 0.0, -2.7349603176116943
validating, 5, 0.8680969715118408, -2.7565937995910645, 0.0, -2.688183403015137
testing, 5, 0.7947998523712159, -2.8162549257278444, 0.0, -2.757741856575012
training, 6, 0.8263026305607387, -2.8123523371560233, 0.0, -2.721766710281372
validating, 6, 0.8878203868865967, -2.764304494857788, 0.0, -2.691962242126465
testing, 6, 0.8143491268157959, -2.8286592960357666, 0.0, -2.7700077533721923
training, 7, 0.828235353742327, -2.775441108431135, 0.0, -2.713501453399658
validating, 7, 0.8748148441314697, -2.7777930736541747, 0.0, -2.704594039916992
testing, 7, 0.798696780204773, -2.8226722240448, 0.0, -2.772591972351074
training, 8, 0.799870422908238, -2.7528954369681222, 0.0, -2.716301202774048
validating, 8, 0.8498486042022705, -2.8083745002746583, 0.0, -2.7422341823577883
testing, 8, 0.7784276485443116, -2.823352813720703, 0.0, -2.77468626499176
training, 9, 0.7918631553649902, -2.7492950439453123, 0.0, -2.7078564167022705
validating, 9, 0.866289472579956, -2.794323778152466, 0.0, -2.722244215011597
testing, 9, 0.7960365772247314, -2.8261332750320434, 0.0, -2.7742403030395506
training, 10, 0.8173062665121896, -2.7552582877022878, 0.0, -2.702524185180664
validating, 10, 0.8589710712432861, -2.8049006938934324, 0.0, -2.7324860095977783
testing, 10, 0.7873828887939454, -2.8253234148025514, 0.0, -2.7715065240859986
training, 11, 0.7881029401506696, -2.7512918949127196, 0.0, -2.6998634338378906
validating, 11, 0.8497135639190674, -2.8200634956359862, 0.0, -2.750881385803223
testing, 11, 0.775194501876831, -2.8202558517456056, 0.0, -2.7710962533950805
training, 12, 0.793173360824585, -2.7339230946132114, 0.0, -2.6952414512634277
validating, 12, 0.8587670803070069, -2.7997594356536863, 0.0, -2.7240308284759522
testing, 12, 0.7893277168273926, -2.8254798889160155, 0.0, -2.7720752477645876
training, 13, 0.7883252484457833, -2.7258190563746862, 0.0, -2.691148519515991
validating, 13, 0.8478183269500732, -2.8121063709259033, 0.0, -2.738295793533325
testing, 13, 0.7773425340652466, -2.815634298324585, 0.0, -2.7642726421356203
training, 14, 0.78649719783238, -2.718496227264404, 0.0, -2.686760902404785
validating, 14, 0.8558205127716064, -2.788710689544678, 0.0, -2.713415193557739
testing, 14, 0.7889227390289306, -2.8141916036605834, 0.0, -2.7652914762496947
training, 15, 0.7971017905644008, -2.7394940308162146, 0.0, -2.6747894287109375
validating, 15, 0.8490612506866455, -2.7845692157745363, 0.0, -2.707270383834839
testing, 15, 0.7891229152679443, -2.822582793235779, 0.0, -2.7681859731674194
training, 16, 0.7835082258496966, -2.7018794059753417, 0.0, -2.670884847640991
validating, 16, 0.8537700176239014, -2.796973133087158, 0.0, -2.719465494155884
testing, 16, 0.7879915714263916, -2.8197163105010987, 0.0, -2.7694151401519775
training, 17, 0.7870333467211043, -2.695872300011771, 0.0, -2.6654789447784424
validating, 17, 0.8562942028045655, -2.7965651988983153, 0.0, -2.718043327331543
testing, 17, 0.7903616905212403, -2.8207050561904907, 0.0, -2.7697201013565063
training, 18, 0.7881030014583043, -2.750048862184797, 0.0, -2.6633124351501465
validating, 18, 0.8570693492889404, -2.796710968017578, 0.0, -2.7173343181610106
testing, 18, 0.7923223972320557, -2.821451497077942, 0.0, -2.7694494247436525
training, 19, 0.788090637751988, -2.7105198110852924, 0.0, -2.6613681316375732
validating, 19, 0.8588022708892822, -2.8006970405578615, 0.0, -2.7185834407806397
testing, 19, 0.7940704107284546, -2.8227320194244383, 0.0, -2.7697928667068483
training, 20, 0.7893166746412005, -2.70625524520874, 0.0, -2.659651041030884
validating, 20, 0.8616862773895264, -2.802411985397339, 0.0, -2.718992233276367
testing, 20, 0.796799612045288, -2.8246076345443725, 0.0, -2.771599817276001
training, 21, 0.7884352139064243, -2.7325476918901717, 0.0, -2.6585986614227295
validating, 21, 0.8605607509613037, -2.806050443649292, 0.0, -2.7223562717437746
testing, 21, 0.7947654008865357, -2.8246161460876467, 0.0, -2.7717023372650145
training, 22, 0.7867516585758754, -2.712838554382324, 0.0, -2.6578330993652344
validating, 22, 0.8615746021270752, -2.8091333389282225, 0.0, -2.7247687339782716
testing, 22, 0.7952429533004761, -2.8270575046539306, 0.0, -2.7733668088912964
training, 23, 0.7855106217520578, -2.710453789574759, 0.0, -2.6574532985687256
validating, 23, 0.8603291034698486, -2.8107074737548827, 0.0, -2.727073097229004
testing, 23, 0.7934745788574219, -2.8260483264923097, 0.0, -2.7728412628173826
training, 24, 0.7847001280103411, -2.7147813388279505, 0.0, -2.657212734222412
validating, 24, 0.860085916519165, -2.810808563232422, 0.0, -2.7274152755737306
testing, 24, 0.7931121110916137, -2.8781266450881957, 0.0, -2.7722298383712767
training, 25, 0.784144537789481, -2.7026793207441058, 0.0, -2.656445026397705
validating, 25, 0.8593989849090576, -2.8141196250915526, 0.0, -2.7305046558380126
testing, 25, 0.791161584854126, -2.824658489227295, 0.0, -2.7715336084365845
training, 26, 0.7808714389801026, -2.7007762227739605, 0.0, -2.6566109657287598
validating, 26, 0.8579729557037353, -2.81624698638916, 0.0, -2.733037233352661
testing, 26, 0.7892685890197754, -2.8242752313613892, 0.0, -2.7711369514465334
training, 27, 0.7805232048034668, -2.727742842265538, 0.0, -2.6560535430908203
validating, 27, 0.8606214046478271, -2.816145181655884, 0.0, -2.7316845417022706
testing, 27, 0.791475510597229, -2.878128242492676, 0.0, -2.7723580598831177
training, 28, 0.7816647393362862, -2.7111895969935826, 0.0, -2.6548426151275635
validating, 28, 0.8607054233551026, -2.81624755859375, 0.0, -2.731667327880859
testing, 28, 0.791625690460205, -2.825596332550049, 0.0, -2.772373008728027
training, 29, 0.7814889362880162, -2.754481063570295, 0.0, -2.654644012451172
validating, 29, 0.8606080532073974, -2.8163045406341554, 0.0, -2.731479358673096
testing, 29, 0.7915279150009156, -2.82562198638916, 0.0, -2.772246551513672
training, 30, 0.7814274515424456, -2.698700952529907, 0.0, -2.654524326324463
validating, 30, 0.8604777812957763, -2.8159493923187258, 0.0, -2.7316434383392334
testing, 30, 0.791559886932373, -2.82564115524292, 0.0, -2.772343111038208
training, 31, 0.7813663073948451, -2.6827030045645577, 0.0, -2.654371500015259
validating, 31, 0.8603960514068604, -2.816049003601074, 0.0, -2.731615161895752
testing, 31, 0.7915512561798096, -2.8256107568740845, 0.0, -2.7722470283508303
training, 32, 0.7813023294721331, -2.705386359351022, 0.0, -2.65427303314209
validating, 32, 0.8604638576507568, -2.815925455093384, 0.0, -2.731468105316162
testing, 32, 0.7916378974914551, -2.8258541345596315, 0.0, -2.772224235534668
training, 33, 0.7812872069222586, -2.690707860674177, 0.0, -2.6542186737060547
validating, 33, 0.8604176044464111, -2.81581506729126, 0.0, -2.731438398361206
testing, 33, 0.7915953397750854, -2.825722599029541, 0.0, -2.772237944602966
training, 34, 0.7812166350228446, -2.682844291414533, 0.0, -2.6541965007781982
validating, 34, 0.8603380680084228, -2.81554799079895, 0.0, -2.7313355445861816
testing, 34, 0.7915445566177368, -2.8256136655807493, 0.0, -2.772192120552063
training, 35, 0.7809617519378662, -2.6823236737932477, 0.0, -2.6541144847869873
